file,offset,sample_pct,batch_size,hidden_channels,convhidden_channels,num_layers,num_heads,lr,epochs,device,train_aucroc,train_prauc,train_acc,train_sens,train_spec,train_pos_f1,test_aucroc,test_prauc,test_acc,test_sens,test_spec,test_pos_f1
EPI_heterodata_diag500_first.h5,500,90,full,32,32,2,2,0.001,100,cpu,226.698,0.7215675379271809,0.6519768383031697,0.6691421376154242,0.6794795418234991,0.6588047334073492,0.6725273547168041,0.7137432191984641,0.09743544476338659,0.6556427601337234,0.6638646347415803,0.6551161134559602,0.1883810403200985
EPI_heterodata_diag500_first.h5,500,100,full,32,32,2,2,0.001,100,cpu,246.36,0.7077918305680253,0.7473174380449518,0.6593506809338522,0.6446011673151751,0.6741001945525292,0.6542510521184297,0.7054844242741212,0.3630390277214401,0.672551030302318,0.6426370616716389,0.674463096689487,0.19081780094828024
EPI_heterodata_diag500_first.h5,500,100,full,32,32,2,2,0.001,80,cpu,206.975,0.6998582682503175,0.7442235515327154,0.6572956949239384,0.5742256596684274,0.7403657301794493,0.6262481124481962,0.7002874180201917,0.36464230346362836,0.7311547084213589,0.5775803804190403,0.7411074922643239,0.20730164780898586
EPI_heterodata_diag500_first.h5,500,10,full,32,32,2,2,0.001,800,cpu,179.04,0.7667170398281095,0.724850653246778,0.7267533730399903,0.8424699161298165,0.6110368299501641,0.7550931474016778,0.7014141627688186,0.08948464998371797,0.6099194922724335,0.717359413202934,0.6030510487980243,0.1809993830968538
EPI_heterodata_diag500_first.h5,500,100,full,32,32,2,2,0.001,80,cpu,208.019,0.7256434608754887,0.5655701887875675,0.6688836278434053,0.6266840769305867,0.7110831787562237,0.6542950335091609,0.7290433961380697,0.08119687701276052,0.7290949852646054,0.5799064744733163,0.7387779495234579,0.20693807684698556
EPI_heterodata_diag500_first.h5,500,20,full,32,32,2,2,0.001,800,cpu,432.438,0.7932836065958004,0.7685426856185181,0.7465745156033078,0.8588760789521338,0.6342729522544818,0.7721611721611722,0.739913422557216,0.10436251320267112,0.681671269906564,0.7334801762114538,0.6783626644993904,0.21668715204974334
EPI_heterodata_diag500_first.h5,500,30,full,32,32,2,2,0.001,800,cpu,593.502,0.717351617347308,0.6225219596515543,0.671587314461838,0.6613269527131154,0.6818476762105604,0.6681827494365908,0.7080657061329494,0.10443884726981914,0.7007698184168772,0.6281863938951129,0.7054292652929344,0.20208931835988508
EPI_heterodata_diag500_first.h5,500,40,full,32,32,2,2,0.001,800,cpu,1263.448,0.7285173850273328,0.6321367715239303,0.6874639987873276,0.7512505684402001,0.623677429134455,0.7062042235458406,0.7041220028586013,0.08898099729631324,0.6260476732655085,0.7099987850807922,0.6206451713785339,0.1867211962425714
EPI_heterodata_diag500_first.h5,500,50,full,32,32,2,2,0.001,800,cpu,923.241,0.8205702561401139,0.8213542494840352,0.764649199843872,0.8488485558157689,0.680449843871975,0.7829266371910403,0.7545064659469158,0.21449536141633507,0.7069325200242113,0.6836059190031153,0.7084310524900405,0.2197293280137683
EPI_heterodata_diag500_first.h5,500,60,full,32,32,2,2,0.001,800,cpu,1120.628,0.7436134881778887,0.7041740123791808,0.6977648202137998,0.7623501781665047,0.6331794622610949,0.7161005667338634,0.7372673216058415,0.13759244961249367,0.6868361385484053,0.690712353471596,0.6865898627111935,0.20856177522555414
EPI_heterodata_diag500_first.h5,500,70,full,32,32,2,2,0.001,800,cpu,1286.782,0.7156264322260546,0.6063469218981824,0.6799296816528293,0.7288392251057386,0.63102013819992,0.6948542223254733,0.7057622554319698,0.09790719220436571,0.6536039893215131,0.6918821739731711,0.6511301581059462,0.1951704767106187
EPI_heterodata_diag500_first.h5,500,80,full,32,32,2,2,0.001,800,cpu,1480.837,0.7461919685693663,0.7381094333417646,0.7007317592648938,0.7052424998478671,0.6962210186819205,0.7020756188615522,0.7451278224336366,0.08353745224313552,0.7192713115657252,0.6416874657575942,0.7242527643906614,0.21619016366544977
EPI_heterodata_diag500_first.h5,500,90,full,32,32,2,2,0.001,800,cpu,1661.32,0.7324364254055155,0.654570974579467,0.6933262855438996,0.758762299747906,0.6278902713398932,0.7121613026332527,0.7379001123022105,0.1163971264392795,0.6613299206017551,0.723720329404166,0.657301242505865,0.205867042288024
EPI_heterodata_diag500_first.h5,500,100,full,32,32,2,2,0.001,800,cpu,1845.038,0.7953727259866861,0.753789309830986,0.7411040701925421,0.9155739702656592,0.5666341701194249,0.7795635888230594,0.7964875011103115,0.17384191106026303,0.6425043412852555,0.8744848984340913,0.6275374558193363,0.2286982154743415
EPI_heterodata_diag500_first.h5,500,10,full,32,32,2,2,0.001,800,cpu,203.447,0.7313011966110704,0.6670048755917781,0.6927976482116609,0.8238608525232729,0.561734443900049,0.7283950617283951,0.6994246239847786,0.09151075183754052,0.5325850619968266,0.8284052350945226,0.5134966062994589,0.17686018834730416
EPI_heterodata_diag500_first.h5,500,20,full,32,32,2,2,0.001,800,cpu,468.622,0.7441019219245268,0.6776376231645804,0.7036576489142302,0.8231833070484047,0.5841319907800558,0.7352965080053098,0.7422683464900064,0.11491005287868217,0.6416083916083916,0.7509871668311945,0.6346850787303174,0.1996653653095371
EPI_heterodata_diag500_first.h5,500,30,full,32,32,2,2,0.001,800,cpu,666.288,0.765762155499291,0.7209844649284524,0.7284816247582205,0.8482430689877498,0.6087201805286911,0.7575212321865553,0.7490471898978495,0.12842856501914443,0.6486650604297663,0.7736095253629098,0.6406831230267477,0.20913620530005733
EPI_heterodata_diag500_first.h5,500,40,full,32,32,2,2,0.001,800,cpu,900.94,0.8165169565799144,0.8062458870705994,0.7583791208791208,0.8635531135531136,0.6532051282051282,0.7813729958155529,0.7137484985035265,0.08367271141469507,0.7285488669335586,0.5720534629404618,0.7386185059223642,0.20306232477895192
EPI_heterodata_diag500_first.h5,500,50,full,32,32,2,2,0.001,800,cpu,1102.656,0.8129424435325803,0.8188456624659863,0.756405288903957,0.8314525112607158,0.6813580665471981,0.7734102223323497,0.733113085193272,0.09505595394659258,0.7073086167280762,0.6366029641185648,0.7118433148024238,0.20771494472281873
EPI_heterodata_diag500_first.h5,500,60,full,32,32,2,2,0.001,800,cpu,1272.798,0.8203406742381286,0.8240405426865264,0.763326742262217,0.8650377305193495,0.6616157540050845,0.7851766386462282,0.44590405039637154,0.04732770845996254,0.2340269241881853,0.8755530067180075,0.1932426027490013,0.12022183724435845
EPI_heterodata_diag500_first.h5,500,70,full,32,32,2,2,0.001,800,cpu,1511.578,0.7559390825548042,0.6805843521495101,0.7185745477230193,0.7767380605808554,0.6604110348651834,0.734043511369126,0.7398240427157615,0.10505038911608261,0.708222099095015,0.6258670216492679,0.7134705286141014,0.20446794387603287
EPI_heterodata_diag500_first.h5,500,80,full,32,32,2,2,0.001,800,cpu,1635.737,0.803732917731392,0.7927444671750645,0.7509195525098823,0.8550998916377955,0.6467392133819692,0.7744205011956267,0.740920740690251,0.14383566635571432,0.7121607228119147,0.6413265920308174,0.7167639327846794,0.2137841091492777
EPI_heterodata_diag500_first.h5,500,90,full,32,32,2,2,0.001,800,cpu,1899.122,0.8030739512034814,0.7977299306085818,0.747380163613008,0.8783178960178487,0.6164424312081671,0.7766279883068204,0.7914430758245331,0.2351082130481937,0.6544152214793146,0.8436640233047419,0.6422244385214427,0.22808680687221072
EPI_heterodata_diag500_first.h5,500,100,full,32,32,2,2,0.001,800,cpu,2028.331,0.8256461223281543,0.8232772766222457,0.7664212703820881,0.8810537843757605,0.6517887563884157,0.7904432836065305,0.7808402251951579,0.17394390373562527,0.6007163487954587,0.8701419027649095,0.5834412031391677,0.2079974822093613
